Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0000749	GL50803_8782	GMRT_15564	SS50377_24193
OG0000750	GL50803_8781	GMRT_15563	SS50377_27188
OG0000751	GL50803_103818	GMRT_15574	SS50377_23061
OG0000752	GL50803_16948	GMRT_15572	SS50377_27835
OG0000753	GL50803_8770	GMRT_15569	SS50377_23717
OG0000754	GL50803_35428	GMRT_11986	SS50377_22167
OG0000755	GL50803_16737	GMRT_11987	SS50377_28284
OG0000756	GL50803_89887	GMRT_16218	SS50377_27876
OG0000757	GL50803_11100	GMRT_16224	SS50377_21095
OG0000758	GL50803_11118	GMRT_23230	SS50377_22285
OG0000759	GL50803_15344	GMRT_23228	SS50377_25505
OG0000760	GL50803_17118	GMRT_23233	SS50377_28042
OG0000761	GL50803_17116	GMRT_16226	SS50377_27655
OG0000762	GL50803_8146	GMRT_16229	SS50377_28092
OG0000763	GL50803_89828	GMRT_11656	SS50377_27087
OG0000764	GL50803_6980	GMRT_16212	SS50377_22072
OG0000765	GL50803_23833	GMRT_23276	SS50377_26824
OG0000766	GL50803_4768	GMRT_12055	SS50377_25457
OG0000767	GL50803_8074	GMRT_12057	SS50377_20630
OG0000768	GL50803_14628	GMRT_12070	SS50377_26748
OG0000769	GL50803_42676	GMRT_12072	SS50377_22280
OG0000770	GL50803_16537, GL50803_8556	GMRT_11154	
OG0000771	GL50803_13127	GMRT_12063	SS50377_20106
OG0000772	GL50803_16535	GMRT_12061	SS50377_20116
OG0000773	GL50803_119672, GL50803_16532	GMRT_12068	
OG0000774	GL50803_6917	GMRT_12051	SS50377_28242
OG0000775	GL50803_14321	GMRT_12049	SS50377_27400
OG0000776	GL50803_17288	GMRT_14910, GMRT_23358	
OG0000777	GL50803_15022	GMRT_14938	SS50377_21997
OG0000778	GL50803_9079	GMRT_14398	SS50377_23775
OG0000779	GL50803_14856	GMRT_10009	SS50377_27431
OG0000780	GL50803_9073	GMRT_10007	SS50377_23478
OG0000781	GL50803_17283	GMRT_14397	SS50377_25108
OG0000782	GL50803_6483	GMRT_15809	SS50377_21044
OG0000783	GL50803_6492	GMRT_15893	SS50377_21011
OG0000784	GL50803_17278	GMRT_14390	SS50377_22726
OG0000785	GL50803_17277	GMRT_14387	SS50377_26353
OG0000786	GL50803_13525	GMRT_14385	SS50377_20999
OG0000787	GL50803_4059	GMRT_14474	SS50377_20209
OG0000788	GL50803_137716, GL50803_61565	GMRT_12345	
OG0000789	GL50803_60256, GL50803_61566	GMRT_11516	
OG0000790	GL50803_111906, GL50803_114014	GMRT_jh001	
OG0000791	GL50803_11449	GMRT_12118	SS50377_27996
OG0000792	GL50803_11442	GMRT_14381	SS50377_27839
OG0000793	GL50803_112729	GMRT_14382	SS50377_24917
OG0000794	GL50803_11436	GMRT_14970	SS50377_20988
OG0000795	GL50803_11434	GMRT_15808	SS50377_28145
OG0000796	GL50803_92729	GMRT_15811	SS50377_25326
OG0000797	GL50803_33434	GMRT_14971	SS50377_23740
OG0000798	GL50803_92739	GMRT_14354	SS50377_24337
OG0000799	GL50803_92741	GMRT_15806	SS50377_21195
OG0000800	GL50803_112718	GMRT_16404	SS50377_24396
OG0000801	GL50803_13464	GMRT_16287	SS50377_25722
OG0000802	GL50803_137713, GL50803_16888, GL50803_60774		
OG0000803	GL50803_137712	GMRT_15801	SS50377_22107
OG0000804	GL50803_14391	GMRT_15798	SS50377_24509
OG0000805	GL50803_14392	GMRT_15797	SS50377_26554
OG0000806	GL50803_7207	GMRT_15796	SS50377_20070
OG0000807	GL50803_28666	GMRT_11693	SS50377_26925
OG0000808	GL50803_8917	GMRT_12346	SS50377_24716
OG0000809	GL50803_8921	GMRT_14136	SS50377_23096
OG0000810	GL50803_33663	GMRT_15777	SS50377_21025
OG0000811	GL50803_13478	GMRT_11711	SS50377_25250
OG0000812	GL50803_9283	GMRT_15785	SS50377_23692
OG0000813	GL50803_14921	GMRT_15784	SS50377_21813
OG0000814	GL50803_9287	GMRT_15783	SS50377_25873
OG0000815	GL50803_10661	GMRT_15787	SS50377_21037
OG0000816	GL50803_15260	GMRT_15790	SS50377_23687
OG0000817	GL50803_10666	GMRT_15791	SS50377_25690
OG0000818	GL50803_16996	GMRT_11703	SS50377_25360
OG0000819	GL50803_24423	GMRT_11704	SS50377_23312
OG0000820	GL50803_6242	GMRT_12349	SS50377_21655
OG0000821	GL50803_16993	GMRT_12379	SS50377_27627
OG0000822	GL50803_5358	GMRT_12378	SS50377_25129
OG0000823	GL50803_13904	GMRT_12351	SS50377_23381
OG0000824	GL50803_6709	GMRT_12359	SS50377_23151
OG0000825	GL50803_114246	GMRT_12370	SS50377_25507
OG0000826	GL50803_6724	GMRT_12373	SS50377_28281
OG0000827	GL50803_16130	GMRT_12347	SS50377_21214
OG0000828	GL50803_12942	GMRT_12375	SS50377_22571
OG0000829	GL50803_16129	GMRT_12387	SS50377_20360
OG0000830	GL50803_16127	GMRT_15509	SS50377_25681
OG0000831	GL50803_16124	GMRT_12403	SS50377_23589
OG0000832	GL50803_7474	GMRT_12404	SS50377_20433
OG0000833	GL50803_6626	GMRT_12392	SS50377_21086
OG0000834	GL50803_6672	GMRT_12394	SS50377_28118
OG0000835	GL50803_23930	GMRT_12396	SS50377_23108
OG0000836	GL50803_14270	GMRT_12397	SS50377_22436
OG0000837	GL50803_6664	GMRT_11961	SS50377_28430
OG0000838	GL50803_137705	GMRT_15775	SS50377_22190
OG0000839	GL50803_15196	GMRT_12363	SS50377_24969
OG0000840	GL50803_17069	GMRT_11514	SS50377_23129
OG0000841	GL50803_17068	GMRT_11515	SS50377_25488
OG0000842	GL50803_29181	GMRT_10285	SS50377_23660
OG0000843	GL50803_17064	GMRT_15986	SS50377_23147
OG0000844	GL50803_17063	GMRT_15987	SS50377_21332
OG0000845	GL50803_11178	GMRT_15991	SS50377_21540
OG0000846	GL50803_11309, GL50803_40376	GMRT_15984	
OG0000847	GL50803_11170	GMRT_15981	SS50377_27127
OG0000848	GL50803_29436	GMRT_15980	SS50377_24288
OG0000849	GL50803_31978	GMRT_16394	SS50377_24319
OG0000850	GL50803_10908	GMRT_15836	SS50377_23190
OG0000851	GL50803_15313	GMRT_15835	SS50377_27623
OG0000852	GL50803_10892	GMRT_16381	SS50377_25671
OG0000853	GL50803_10889	GMRT_16376	SS50377_25761
OG0000854	GL50803_15310	GMRT_16380	SS50377_26549
OG0000855	GL50803_16975	GMRT_16393	SS50377_24543
OG0000856	GL50803_3934	GMRT_15844	SS50377_21150
OG0000857	GL50803_137702, GL50803_14578	GMRT_11008	
OG0000858	GL50803_34713, GL50803_61419	GMRT_15842	
OG0000859	GL50803_23496	GMRT_16372	SS50377_23183
OG0000860	GL50803_17538	GMRT_15826	SS50377_22135
OG0000861	GL50803_14874	GMRT_15828	SS50377_22414
OG0000862	GL50803_9121	GMRT_15830	SS50377_20214
OG0000863	GL50803_9117	GMRT_11334	SS50377_25626
OG0000864	GL50803_9116	GMRT_15846	SS50377_25252
OG0000865	GL50803_9115	GMRT_15845	SS50377_23011
OG0000866	GL50803_14869	GMRT_11332	SS50377_20167
OG0000867	GL50803_14868	GMRT_11331	SS50377_22344
OG0000868	GL50803_17540	GMRT_11330	SS50377_23679
OG0000869	GL50803_17541	GMRT_11329	SS50377_22303
OG0000870	GL50803_15364	GMRT_10510	SS50377_21960
OG0000871	GL50803_17543	GMRT_16399	SS50377_22025
OG0000872	GL50803_15469	GMRT_10713	SS50377_20416
OG0000873	GL50803_15473	GMRT_10470	SS50377_24545
OG0000874	GL50803_17547	GMRT_10477	SS50377_28648
OG0000875	GL50803_39483	GMRT_10478	SS50377_26728
OG0000876	GL50803_111950	GMRT_10479	SS50377_22534
OG0000877	GL50803_9237	GMRT_10481	SS50377_26025
OG0000878	GL50803_9239	GMRT_10483	SS50377_26902
OG0000879	GL50803_9665	GMRT_10991	SS50377_25813
OG0000880	GL50803_13653	GMRT_10989	SS50377_25257
OG0000881	GL50803_13652	GMRT_10988	SS50377_20574
OG0000882	GL50803_8738	GMRT_10498	SS50377_23681
OG0000883	GL50803_16794	GMRT_11016	SS50377_27468
OG0000884	GL50803_16796	GMRT_10495	SS50377_20523
OG0000885	GL50803_112295, GL50803_60539	GMRT_10490	
OG0000886	GL50803_41451	GMRT_14506	SS50377_23436
OG0000887	GL50803_17524	GMRT_14493	SS50377_26833
OG0000888	GL50803_17527	GMRT_11018	SS50377_22210
OG0000889	GL50803_21502	GMRT_14495	SS50377_28586
OG0000890	GL50803_17529	GMRT_14498	SS50377_28315
OG0000891	GL50803_7896	GMRT_14504	SS50377_26731
OG0000892	GL50803_17532	GMRT_11010	SS50377_20186
OG0000893	GL50803_7890	GMRT_11837	SS50377_22625
OG0000894	GL50803_4416	GMRT_11002	SS50377_26587
OG0000895	GL50803_15987	GMRT_10999	SS50377_23159
OG0000896	GL50803_21512	GMRT_10997	SS50377_25653
OG0000897	GL50803_114497	GMRT_14080	SS50377_26914
OG0000898	GL50803_4789	GMRT_14083	SS50377_22284
OG0000899	GL50803_16161	GMRT_14513	SS50377_24358
OG0000900	GL50803_4365	GMRT_14512	SS50377_23816
OG0000901	GL50803_41304	GMRT_14510	SS50377_26711
OG0000902	GL50803_5517	GMRT_14076	SS50377_23358
OG0000903	GL50803_5515	GMRT_14075	SS50377_20934
OG0000904	GL50803_13412	GMRT_14072	SS50377_20276
OG0000905	GL50803_96570	GMRT_14073	SS50377_27331
OG0000906	GL50803_16630	GMRT_13362	SS50377_22187
OG0000907	GL50803_8118	GMRT_13361	SS50377_23234
OG0000908	GL50803_8135	GMRT_13346	SS50377_28335
OG0000909	GL50803_96537	GMRT_13354	SS50377_23455
OG0000910	GL50803_8140	GMRT_13351	SS50377_20309
OG0000911	GL50803_8141	GMRT_13350	SS50377_23063
OG0000912	GL50803_6226	GMRT_13358	SS50377_26853
OG0000913	GL50803_5820	GMRT_13336	SS50377_27225
OG0000914	GL50803_17192	GMRT_13324	SS50377_28184
OG0000915	GL50803_3256	GMRT_13325	SS50377_28530
OG0000916	GL50803_17193	GMRT_13327	SS50377_27939
OG0000917	GL50803_32681	GMRT_13322	SS50377_25274
OG0000918	GL50803_13943	GMRT_13320	SS50377_28247
OG0000919	GL50803_13941	GMRT_13314	SS50377_25639
OG0000920	GL50803_13940	GMRT_13315	SS50377_24335
OG0000921	GL50803_17195	GMRT_13316	SS50377_28191
OG0000922	GL50803_1995	GMRT_13317	SS50377_23074
OG0000923	GL50803_114751	GMRT_13313	SS50377_20099
OG0000924	GL50803_11220	GMRT_13310	SS50377_27582
OG0000925	GL50803_17199	GMRT_13301	SS50377_25990
OG0000926	GL50803_11214	GMRT_14889	SS50377_26670
OG0000927	GL50803_93938	GMRT_13306	SS50377_25595
OG0000928	GL50803_11209, GL50803_137680, GL50803_9548		
OG0000929	GL50803_60401	GMRT_13304	SS50377_24678
OG0000930	GL50803_11204	GMRT_13302	SS50377_22634
OG0000931	GL50803_15368	GMRT_10082	SS50377_25886
OG0000932	GL50803_9213	GMRT_13293	SS50377_22193
OG0000933	GL50803_92602	GMRT_13290	SS50377_24749
OG0000934	GL50803_16701	GMRT_10086	SS50377_26823
OG0000935	GL50803_102978	GMRT_14841	SS50377_28261
OG0000936	GL50803_92673	GMRT_10127	SS50377_22061
OG0000937	GL50803_5183	GMRT_10128	SS50377_26899
OG0000938	GL50803_137688, GL50803_92663	GMRT_13493	
OG0000939	GL50803_13091, GL50803_32674	GMRT_13850	
OG0000940	GL50803_16307	GMRT_14845	SS50377_28026
OG0000941	GL50803_9174	GMRT_14843	SS50377_26947
OG0000942	GL50803_9184	GMRT_10091	SS50377_27647
OG0000943	GL50803_16317	GMRT_15359	SS50377_23683
OG0000944	GL50803_137685	GMRT_13767	SS50377_26709
OG0000945	GL50803_14481	GMRT_11416	SS50377_21099
OG0000946	GL50803_13075	GMRT_10122	SS50377_22117
OG0000947	GL50803_4018	GMRT_10107	SS50377_20855
OG0000948	GL50803_4017	GMRT_10106	SS50377_28131
OG0000949	GL50803_14098	GMRT_14920	SS50377_28097
OG0000950	GL50803_40496	GMRT_14918	SS50377_24707
OG0000951	GL50803_16766	GMRT_14916	SS50377_25445
OG0000952	GL50803_6211	GMRT_12044	SS50377_21039
OG0000953	GL50803_15832	GMRT_10402	SS50377_24658
OG0000954	GL50803_16768	GMRT_11255	SS50377_23551
OG0000955	GL50803_26129	GMRT_21672	SS50377_27418
OG0000956	GL50803_13809	GMRT_10019	SS50377_25287
OG0000957	GL50803_5013	GMRT_10018	SS50377_23796
OG0000958	GL50803_5012	GMRT_10017	SS50377_21258
OG0000959	GL50803_16483	GMRT_14928	SS50377_25527
OG0000960	GL50803_16485	GMRT_13426	SS50377_26693
OG0000961	GL50803_4946	GMRT_14924	SS50377_20992
OG0000962	GL50803_7760	GMRT_14923	SS50377_27376
OG0000963	GL50803_7766	GMRT_14933	SS50377_22266
OG0000964	GL50803_98056	GMRT_11250	SS50377_20757
OG0000965	GL50803_9741	GMRT_11254	SS50377_20787
OG0000966	GL50803_16720	GMRT_11247	SS50377_26949
OG0000967	GL50803_9750	GMRT_10022	SS50377_24719
OG0000968	GL50803_42000	GMRT_11259	SS50377_22289
OG0000969	GL50803_6735	GMRT_10005	SS50377_25421
OG0000970	GL50803_14285	GMRT_11260	SS50377_26611
OG0000971	GL50803_6744	GMRT_12511	SS50377_25307
OG0000972	GL50803_1345	GMRT_12325	SS50377_20683
OG0000973	GL50803_16650	GMRT_12328	SS50377_25577
OG0000974	GL50803_6531	GMRT_12330	SS50377_25592
OG0000975	GL50803_14235	GMRT_12331	SS50377_21203
OG0000976	GL50803_16652	GMRT_12648	SS50377_27701
OG0000977	GL50803_13897	GMRT_14135	SS50377_24293
OG0000978	GL50803_16653	GMRT_14134	SS50377_21223
OG0000979	GL50803_16810	GMRT_14131	SS50377_24393
OG0000980	GL50803_16812	GMRT_14128	SS50377_26688
OG0000981	GL50803_12657	GMRT_21969	SS50377_24395
OG0000982	GL50803_16814	GMRT_11953	SS50377_23298
OG0000983	GL50803_21053	GMRT_14850	SS50377_27573
OG0000984	GL50803_16817	GMRT_10027	SS50377_26355
OG0000985	GL50803_16818	GMRT_10029	SS50377_27760
OG0000986	GL50803_6288	GMRT_10030	SS50377_23642
OG0000987	GL50803_21048	GMRT_10041	SS50377_21081
OG0000988	GL50803_13616	GMRT_10042	SS50377_22029
OG0000989	GL50803_16042	GMRT_12119	SS50377_21267
OG0000990	GL50803_14993	GMRT_10046	SS50377_22171
OG0000991	GL50803_9594	GMRT_10044	SS50377_22073
OG0000992	GL50803_9593	GMRT_10045	SS50377_25112
OG0000993	GL50803_121061, GL50803_121062, GL50803_13878		
OG0000994	GL50803_16064	GMRT_15289	SS50377_22104
OG0000995	GL50803_6942	GMRT_15292	SS50377_28123
OG0000996	GL50803_21110	GMRT_15293	SS50377_24051
OG0000997	GL50803_14329	GMRT_15294	SS50377_22923
OG0000998	GL50803_6939	GMRT_15295	SS50377_24124
OG0000999	GL50803_16065	GMRT_10553	SS50377_27334
OG0001000	GL50803_14328	GMRT_15283	SS50377_21892
OG0001001	GL50803_14327	GMRT_15275	SS50377_20649
OG0001002	GL50803_14326	GMRT_12327	SS50377_24431
OG0001003	GL50803_6933	GMRT_15282	SS50377_23453
OG0001004	GL50803_9348	GMRT_15280	SS50377_22348
OG0001005	GL50803_31530	GMRT_20239	SS50377_22345
OG0001006	GL50803_12889	GMRT_10251	SS50377_21893
OG0001007	GL50803_41512	GMRT_10235	SS50377_28619
OG0001008	GL50803_14543	GMRT_10234, GMRT_12275	
OG0001009	GL50803_14544	GMRT_15335	SS50377_23277
OG0001010	GL50803_14545	GMRT_13764	SS50377_27629
OG0001011	GL50803_7789	GMRT_10229	SS50377_23610
OG0001012	GL50803_7792	GMRT_10233	SS50377_20398
OG0001013	GL50803_16192	GMRT_13762	SS50377_28224
OG0001014	GL50803_11940, GL50803_36426	GMRT_10273	
OG0001015	GL50803_137679, GL50803_40283	GMRT_10278	
OG0001016	GL50803_7195	GMRT_10277	SS50377_26473
OG0001017	GL50803_14390	GMRT_10275	SS50377_26129
OG0001018	GL50803_7188	GMRT_15093, GMRT_15188	
OG0001019	GL50803_6176	GMRT_14095	SS50377_25356
OG0001020	GL50803_6177	GMRT_15317	SS50377_20884
OG0001021	GL50803_4587	GMRT_15313	SS50377_26655
OG0001022	GL50803_27147	GMRT_15301	SS50377_26961
OG0001023	GL50803_13661	GMRT_15300	SS50377_26144
OG0001024	GL50803_2548	GMRT_15299	SS50377_27899
OG0001025	GL50803_17011	GMRT_12495	SS50377_20068
OG0001026	GL50803_3680	GMRT_12496	SS50377_20291
OG0001027	GL50803_3678	GMRT_13763	SS50377_27380
OG0001028	GL50803_12800	GMRT_11312	SS50377_22879
OG0001029	GL50803_15834	GMRT_14377	SS50377_20334
OG0001030	GL50803_25205	GMRT_10242	SS50377_23598
OG0001031	GL50803_16232	GMRT_10238	SS50377_25431
OG0001032	GL50803_13272	GMRT_15620	SS50377_22490
OG0001033	GL50803_13273	GMRT_15379	SS50377_21201
OG0001034	GL50803_16234	GMRT_14465	SS50377_22064
OG0001035	GL50803_16235	GMRT_14464	SS50377_22729
OG0001036	GL50803_19003	GMRT_14463	SS50377_23188
OG0001037	GL50803_6133	GMRT_15378	SS50377_23007
OG0001038	GL50803_6135	GMRT_15377	SS50377_23189
OG0001039	GL50803_16237	GMRT_15376	SS50377_24626
OG0001040	GL50803_15009	GMRT_20192, GMRT_24760	
OG0001041	GL50803_27326	GMRT_13148	SS50377_20255
OG0001042	GL50803_2116	GMRT_14097	SS50377_25050
OG0001043	GL50803_21398	GMRT_15319	SS50377_26457
OG0001044	GL50803_9155	GMRT_15334	SS50377_20055
OG0001045	GL50803_17448	GMRT_15322	SS50377_24291
OG0001046	GL50803_17449	GMRT_10345	SS50377_24518
OG0001047	GL50803_17451	GMRT_15324	SS50377_25691
OG0001048	GL50803_21423	GMRT_10343	SS50377_20801
OG0001049	GL50803_32658	GMRT_15331	SS50377_25837
OG0001050	GL50803_9162	GMRT_10342	SS50377_23330
OG0001051	GL50803_17460	GMRT_10339	SS50377_27436
OG0001052	GL50803_13771	GMRT_10335	SS50377_25909
OG0001053	GL50803_15240	GMRT_10147	SS50377_24135
OG0001054	GL50803_15239	GMRT_10146	SS50377_24338
OG0001055	GL50803_97219	GMRT_10331	SS50377_27681
OG0001056	GL50803_32375	GMRT_11136	SS50377_22525
OG0001057	GL50803_10529	GMRT_11138	SS50377_23235
OG0001058	GL50803_29227	GMRT_20146	SS50377_24580
OG0001059	GL50803_10522	GMRT_11142	SS50377_20041
OG0001060	GL50803_10521	GMRT_11143	SS50377_25266
OG0001061	GL50803_8565	GMRT_11147	SS50377_25354
OG0001062	GL50803_8560	GMRT_11150	SS50377_22573
OG0001063	GL50803_14730	GMRT_11152	SS50377_22494
OG0001064	GL50803_5533	GMRT_11156	SS50377_26537
OG0001065	GL50803_36315	GMRT_15329	SS50377_26697
OG0001066	GL50803_16912, GL50803_27713	GMRT_12730	
OG0001067	GL50803_113741, GL50803_114793	GMRT_13686	
OG0001068	GL50803_13787	GMRT_13638	SS50377_21958
OG0001069	GL50803_10055	GMRT_11126	SS50377_22136
OG0001070	GL50803_17223	GMRT_11128	SS50377_27887
OG0001071	GL50803_15106	GMRT_11132	SS50377_25548
OG0001072	GL50803_17224	GMRT_12126	SS50377_24574
OG0001073	GL50803_21803	GMRT_12127	SS50377_28140
OG0001074	GL50803_112692, GL50803_137726, GL50803_94478		
OG0001075	GL50803_16823	GMRT_13543	SS50377_23480
OG0001076	GL50803_15039	GMRT_13540	SS50377_23494
OG0001077	GL50803_15041	GMRT_13539	SS50377_20180
OG0001078	GL50803_15042	GMRT_13535	SS50377_22311
OG0001079	GL50803_16829	GMRT_13538	SS50377_21971
OG0001080	GL50803_9778	GMRT_10164	SS50377_28147
OG0001081	GL50803_9780	GMRT_10166	SS50377_20557
OG0001082	GL50803_15046	GMRT_10173	SS50377_24175
OG0001083	GL50803_101138	GMRT_10171	SS50377_23429
OG0001084	GL50803_12109	GMRT_10162	SS50377_24611
OG0001085	GL50803_12108		SS50377_22948, SS50377_22955
OG0001086	GL50803_12105	GMRT_10163	SS50377_26757
OG0001087	GL50803_12102	GMRT_13550	SS50377_21999
OG0001088	GL50803_12094	GMRT_10160	SS50377_28099
OG0001089	GL50803_12093	GMRT_10159	SS50377_27694
OG0001090	GL50803_21971	GMRT_10175	SS50377_24386
OG0001091	GL50803_12091	GMRT_10922	SS50377_27361
OG0001092	GL50803_12089	GMRT_13374, GMRT_14310	
OG0001093	GL50803_12081	GMRT_13368	SS50377_27501
OG0001094	GL50803_111871, GL50803_114392	GMRT_13367	
OG0001095	GL50803_12071	GMRT_13371	SS50377_26805
OG0001096	GL50803_17495	GMRT_10142	SS50377_23500
OG0001097	GL50803_15567	GMRT_10144	SS50377_27180
OG0001098	GL50803_12062	GMRT_10629	SS50377_20042
OG0001099	GL50803_15566	GMRT_10628	SS50377_21928
OG0001100	GL50803_12055	GMRT_10153	SS50377_22434
OG0001101	GL50803_17492	GMRT_12785	SS50377_23276
OG0001102	GL50803_13452	GMRT_10064	SS50377_27199
OG0001103	GL50803_94653	GMRT_13376	SS50377_22432
OG0001104	GL50803_13220	GMRT_13377	SS50377_23028
OG0001105	GL50803_94658	GMRT_13381	SS50377_23715
OG0001106	GL50803_32879	GMRT_13241	SS50377_26913
OG0001107	GL50803_17484	GMRT_13382	SS50377_26260
OG0001108	GL50803_17483	GMRT_13384	SS50377_28441
OG0001109	GL50803_1770	GMRT_13387	SS50377_22555
OG0001110	GL50803_17482	GMRT_13388	SS50377_28538
OG0001111	GL50803_21943	GMRT_13403	SS50377_21216
OG0001112	GL50803_13914	GMRT_13412	SS50377_24735
OG0001113	GL50803_17478	GMRT_13399	SS50377_22531
OG0001114	GL50803_11359	GMRT_13404	SS50377_20453
OG0001115	GL50803_94582	GMRT_13397	SS50377_22203
OG0001116	GL50803_11364	GMRT_13391	SS50377_21456
OG0001117	GL50803_17474	GMRT_12090	SS50377_20032
OG0001118	GL50803_13225	GMRT_11702	SS50377_27352
OG0001119	GL50803_115337, GL50803_115338	GMRT_13405	
OG0001120	GL50803_7296	GMRT_13413	SS50377_21085
OG0001121	GL50803_14413	GMRT_12361	SS50377_26540
OG0001122	GL50803_16443	GMRT_14145	SS50377_24930
OG0001123	GL50803_9266	GMRT_14160	SS50377_24256
OG0001124	GL50803_9270	GMRT_14161	SS50377_27785
OG0001125	GL50803_31576	GMRT_14156	SS50377_20321
OG0001126	GL50803_9274	GMRT_15877	SS50377_21131
OG0001127	GL50803_28779	GMRT_14148	SS50377_24412
OG0001128	GL50803_15120	GMRT_10010	SS50377_25400
OG0001129	GL50803_3643	GMRT_14152	SS50377_22176
OG0001130	GL50803_17251	GMRT_14155	SS50377_25199
OG0001131	GL50803_8708	GMRT_12819	SS50377_25589
OG0001132	GL50803_8707	GMRT_12818	SS50377_21032
OG0001133	GL50803_8705	GMRT_10059	SS50377_21242
OG0001134	GL50803_8702	GMRT_13409	SS50377_23449
OG0001135	GL50803_17255	GMRT_14154	SS50377_21473
OG0001136	GL50803_4928	GMRT_12788	SS50377_20586
OG0001137	GL50803_13775	GMRT_12787	SS50377_28192
OG0001138	GL50803_13777	GMRT_12786	SS50377_25542
OG0001139	GL50803_94440	GMRT_12826	SS50377_25811
OG0001140	GL50803_21331	GMRT_12798	SS50377_25672
OG0001141	GL50803_4602	GMRT_14914	SS50377_22063
OG0001142	GL50803_17574	GMRT_12793	SS50377_25479
OG0001143	GL50803_4606	GMRT_12792	SS50377_27949
OG0001144	GL50803_21327	GMRT_12814	SS50377_23431
OG0001145	GL50803_14978	GMRT_12807	SS50377_24404
OG0001146	GL50803_16180	GMRT_12805	SS50377_20155
OG0001147	GL50803_40067	GMRT_12804	SS50377_27929
OG0001148	GL50803_22291	GMRT_12803	SS50377_22884
OG0001149	GL50803_33030	GMRT_12790	SS50377_25635
OG0001150	GL50803_3985	GMRT_12811	SS50377_24675
OG0001151	GL50803_14509	GMRT_15550	SS50377_20403
OG0001152	GL50803_16503, GL50803_4549	GMRT_10848	
OG0001153	GL50803_34141	GMRT_12829	SS50377_21945
OG0001154	GL50803_4405	GMRT_12782	SS50377_26931
OG0001155	GL50803_16507	GMRT_12781	SS50377_25703
OG0001156	GL50803_16498	GMRT_12778	SS50377_21489
OG0001157	GL50803_16500	GMRT_12777	SS50377_26460
OG0001158	GL50803_60596, GL50803_9948	GMRT_13390	
OG0001159	GL50803_4538	GMRT_11060	SS50377_20161
OG0001160	GL50803_17121	GMRT_11059	SS50377_23516
OG0001161	GL50803_6647	GMRT_11050	SS50377_28591
OG0001162	GL50803_6455	GMRT_11047	SS50377_25502
OG0001163	GL50803_6464	GMRT_11039, GMRT_11513	
OG0001164	GL50803_112408	GMRT_14271	SS50377_24281
OG0001165	GL50803_7081	GMRT_14256	SS50377_27556
OG0001166	GL50803_101212	GMRT_14258	SS50377_24821
OG0001167	GL50803_96363	GMRT_14273	SS50377_23544
OG0001168	GL50803_17146	GMRT_16144	SS50377_27322
OG0001169	GL50803_13988	GMRT_16141	SS50377_24850
OG0001170	GL50803_5632	GMRT_16146	SS50377_27564
OG0001171	GL50803_6497	GMRT_12060	SS50377_25704
OG0001172	GL50803_15162	GMRT_15365	SS50377_26552
OG0001173	GL50803_15164	GMRT_15370	SS50377_27661
OG0001174	GL50803_10303	GMRT_15373	SS50377_20857
OG0001175	GL50803_89730	GMRT_23280	SS50377_20043
OG0001176	GL50803_16223	GMRT_13678	SS50377_20131
OG0001177	GL50803_3570	GMRT_13683	SS50377_20108
OG0001178	GL50803_16222	GMRT_13684	SS50377_21171
OG0001179	GL50803_6026	GMRT_13685	SS50377_20264
OG0001180	GL50803_14091	GMRT_13681	SS50377_24643
OG0001181	GL50803_27696	GMRT_13680	SS50377_26157
OG0001182	GL50803_6022	GMRT_13679	SS50377_27579
OG0001183	GL50803_27694	GMRT_15336	SS50377_28086
OG0001184	GL50803_14195	GMRT_10578	SS50377_23029
OG0001185	GL50803_16663	GMRT_11813	SS50377_28579
OG0001186	GL50803_34179	GMRT_22689	SS50377_23696
OG0001187	GL50803_9529	GMRT_11908	SS50377_21196
OG0001188	GL50803_24860	GMRT_10960	SS50377_24303
OG0001189	GL50803_24861	GMRT_11700	SS50377_22258
OG0001190	GL50803_5307	GMRT_11699	SS50377_21023
